Code,NCS,Occupation,Slug
E017,NA,सूचना प्रौद्योगिकी इंजीनियर (Information Technology Engineer),/hi/career/%e0%a4%b8%e0%a5%82%e0%a4%9a%e0%a4%a8%e0%a4%be-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%8c%e0%a4%a6%e0%a5%8d%e0%a4%af%e0%a5%8b%e0%a4%97%e0%a4%bf%e0%a4%95%e0%a5%80-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8/
E018,7311.0101,Instrumentation Engineer,/career/instrumentation-engineer/
E018,7311.0101,इंस्ट्रूमेंटेशन इंजीनियर (Instrumentation Engineer),/hi/career/%e0%a4%87%e0%a4%82%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a5%82%e0%a4%ae%e0%a5%87%e0%a4%82%e0%a4%9f%e0%a5%87%e0%a4%b6%e0%a4%a8-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af/
E019,2141.21,Leather Technologist,/career/leather-technologist/
E019,2141.21,चमड़ा प्रौद्योगिकीविद् (लेदर टेक्नोलॉजिस्ट) (Leather Technologist),/hi/career/%e0%a4%9a%e0%a4%ae%e0%a4%a1%e0%a4%bc%e0%a4%be-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%8c%e0%a4%a6%e0%a5%8d%e0%a4%af%e0%a5%8b%e0%a4%97%e0%a4%bf%e0%a4%95%e0%a5%80%e0%a4%b5%e0%a4%bf%e0%a4%a6%e0%a5%8d/
E02,2141.09,Agricultural Engineer,/career/agricultural-engineer/
E02,2141.09,कृषि इंजीनियर (Agricultural Engineer),/hi/career/%e0%a4%95%e0%a5%83%e0%a4%b7%e0%a4%bf-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E020,NA,Railway Engineer,/career/railway-engineer/
E020,NA,रेल्वे इंजीनियर (Railway Engineer),/hi/career/%e0%a4%b0%e0%a5%87%e0%a4%b2%e0%a5%8d%e0%a4%b5%e0%a5%87-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0railway-engineer/
E021,NA,Manufacturing Engineer,/career/manufacturing-engineer/
E021,NA,(उत्पादन) मैन्युफ़क्चरिंग इंजीनियर (Manufacturing Engineer),/hi/career/%e0%a4%89%e0%a4%a4%e0%a5%8d%e0%a4%aa%e0%a4%be%e0%a4%a6%e0%a4%a8-%e0%a4%ae%e0%a5%88%e0%a4%a8%e0%a5%8d%e0%a4%af%e0%a5%81%e0%a4%ab%e0%a4%bc%e0%a4%95%e0%a5%8d%e0%a4%9a%e0%a4%b0%e0%a4%bf%e0%a4%82/
E022,NA,Metallurgical Engineer,/career/metallurgical-engineer/
E022,2146.05,धातुकर्म इंजीनियर (Metallurgy Engineer),/hi/career/metallurgy-engineer-%e0%a4%a7%e0%a4%be%e0%a4%a4%e0%a5%81%e0%a4%95%e0%a4%b0%e0%a5%8d%e0%a4%ae-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E023,2112.01,Meteorologist,/career/meteorologist/
E023,2112.01,मौसम विज्ञानी (Meteorologist),/hi/career/meteorologist-%e0%a4%ae%e0%a5%8c%e0%a4%b8%e0%a4%ae-%e0%a4%b5%e0%a4%bf%e0%a4%9c%e0%a5%8d%e0%a4%9e%e0%a4%be%e0%a4%a8%e0%a5%80/
E024,2145.05,Petroleum Engineer,/career/petroleum-engineer/
E024,2145.05,पेट्रोलियम इंजीनियर (Petroleum Engineer),/hi/career/petroleum-engineer-%e0%a4%aa%e0%a5%87%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a5%8b%e0%a4%b2%e0%a4%bf%e0%a4%af%e0%a4%ae-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E025,2146.01,Mining Engineer,/career/mining-engineer/
E025,2146.01,खनन इंजीनियर (Mining Engineer),/hi/career/mining-engineer-%e0%a4%96%e0%a4%a8%e0%a4%a8-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E026,NA,Nanotechnology / Nanoscience,/career/nanotechnology-nanoscience/
E026,NA,नैनो टेक्नोलॉजी/नैनोसाइंस (Nanotechnology/Nanoscience),/hi/career/nanotechnology-nanoscience-%e0%a4%a8%e0%a5%88%e0%a4%a8%e0%a5%8b-%e0%a4%9f%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%a8%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a5%80-%e0%a4%a8%e0%a5%88%e0%a4%a8%e0%a5%8b/
E027,2141.11,Nuclear Engineer,/career/nuclear-engineer/
E027,2141.11,न्यूक्लियर इंजीनियर (Nuclear Engineer),/hi/career/%e0%a4%a8%e0%a5%8d%e0%a4%af%e0%a5%82%e0%a4%95%e0%a5%8d%e0%a4%b2%e0%a4%bf%e0%a4%af%e0%a4%b0-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0-nuclear-engineer/
E028,NA,Process Engineer,/career/process-engineer/
E028,2144.0105,प्रॉसेस इंजीनियर (Process Engineer),/hi/career/process-engineer-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%89%e0%a4%b8%e0%a5%87%e0%a4%b8-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E029,NA,Tool Engineer,/career/tool-engineer/
E029,NA,टूल इंजीनियरिंग (Tool Engineering),/hi/career/%e0%a4%9f%e0%a5%82%e0%a4%b2-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0%e0%a4%bf%e0%a4%82%e0%a4%97tool-engineering/
E03,NA,Artificial Intelligence Engineer,/career/artificial-intelligence-engineer/
E03,NA,आर्टिफिशियल इंटेलिजेंस इंजीनियर (Artificial Intelligence Engineer),/hi/career/%e0%a4%86%e0%a4%b0%e0%a5%8d%e0%a4%9f%e0%a4%bf%e0%a4%ab%e0%a4%bf%e0%a4%b6%e0%a4%bf%e0%a4%af%e0%a4%b2-%e0%a4%87%e0%a4%82%e0%a4%9f%e0%a5%87%e0%a4%b2%e0%a4%bf%e0%a4%9c%e0%a5%87%e0%a4%82%e0%a4%b8-%e0%a4%87/
E030,NA,Robotics Engineer,/career/robotics-engineer/
E030,NA,रोबोटिक्स इंजीनियर (Robotics Engineer),/hi/career/robotics-engineer-%e0%a4%b0%e0%a5%8b%e0%a4%ac%e0%a5%8b%e0%a4%9f%e0%a4%bf%e0%a4%95%e0%a5%8d%e0%a4%b8-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E031,2153.05,Sound Engineer,/career/sound-engineer/
E031,2153.05,साउंड इंजीनियर (Sound Engineer),/hi/career/%e0%a4%b8%e0%a4%be%e0%a4%89%e0%a4%82%e0%a4%a1-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0-sound-engineer/
E032,NA,Sales Engineer,/career/sales-engineer/
E032,NA,सेल्स इंजीनियर (Sales Engineer),/hi/career/%e0%a4%b8%e0%a5%87%e0%a4%b2%e0%a5%8d%e0%a4%b8-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0-sales-engineer/
E033,NA,Smart Manufacturing and Automation Engineering,/career/smart-manufacturing-and-automation-engineering/
E033,NA,स्मार्ट मैन्युफैक्चरिंग एंड ऑटोमेशन इंजीनियरिंग (Smart Manufacturing and Automation Engineering),/hi/career/%e0%a4%b8%e0%a5%8d%e0%a4%ae%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%9f-%e0%a4%ae%e0%a5%88%e0%a4%a8%e0%a5%8d%e0%a4%af%e0%a5%81%e0%a4%ab%e0%a5%88%e0%a4%95%e0%a5%8d%e0%a4%9a%e0%a4%b0%e0%a4%bf%e0%a4%82%e0%a4%97/
E034,2144.01,Mechanical Engineer,/career/mechanical-engineer/
E034,2144.01,मैकेनिकल इंजीनियर (Mechanical Engineer),/hi/career/mechanical-engineer-%e0%a4%ae%e0%a5%88%e0%a4%95%e0%a5%87%e0%a4%a8%e0%a4%bf%e0%a4%95%e0%a4%b2-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E035,2145.08,Food Engineer,/career/food-engineer/
E035,2145.08,फ़ूड इंजीनियर (Food Engineer),/hi/career/food-engineer-%e0%a4%ab%e0%a4%bc%e0%a5%82%e0%a4%a1-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E036,NA,Water Resource Engineer,/career/water-resource-engineer/
E036,NA,जल संसाधन इंजीनियर(वाटर रिसोर्स इंजिनियर (Water Resource Engineer),/hi/career/water-resource-engineer-%e0%a4%9c%e0%a4%b2-%e0%a4%b8%e0%a4%82%e0%a4%b8%e0%a4%be%e0%a4%a7%e0%a4%a8-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0%e0%a4%b5%e0%a4%be%e0%a4%9f/
E037,2142.03,Civil Engineering/Structural Engineering,/career/civil-engineering-structural-engineering/
E037,2142.03,सिविल इंजीनियरिंग/स्ट्रक्चरल इंजीनियरिंग (Civil Engineering/Structural Engineering),/hi/career/%e0%a4%b8%e0%a4%bf%e0%a4%b5%e0%a4%bf%e0%a4%b2-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0%e0%a4%bf%e0%a4%82%e0%a4%97-%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a4%95/
E038,2145.1,Oil Technologist,/career/oil-technologist/
E038,2145.1,तेल प्रौद्योगिकीविद् (Oil Technologist),/hi/career/%e0%a4%a4%e0%a5%87%e0%a4%b2-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%8c%e0%a4%a6%e0%a5%8d%e0%a4%af%e0%a5%8b%e0%a4%97%e0%a4%bf%e0%a4%95%e0%a5%80%e0%a4%b5%e0%a4%bf%e0%a4%a6%e0%a5%8d-oil-technologist/
E039,2142.0501,Fire Technology/Safety Engineer,/career/fire-technology-safety-engineer/
E039,2142.0501,अग्नि प्रौद्योगिकी / सुरक्षा और अग्नि प्रौद्योगिकी (Fire Technology/Safety and fire technology),/hi/career/fire-technology-safety-and-fire-technology-%e0%a4%85%e0%a4%97%e0%a5%8d%e0%a4%a8%e0%a4%bf-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%8c%e0%a4%a6%e0%a5%8d%e0%a4%af%e0%a5%8b%e0%a4%97%e0%a4%bf%e0%a4%95%e0%a5%80/
E04,NA,Augmented Reality Engineer,/career/augmented-reality-engineer/
E04,NA,संवर्धित वास्तविकता इंजीनियर (औगमेंटिड रीऐलिटी इंजीनीयर ) (Augmented Reality Engineer),/hi/career/%e0%a4%b8%e0%a4%82%e0%a4%b5%e0%a4%b0%e0%a5%8d%e0%a4%a7%e0%a4%bf%e0%a4%a4-%e0%a4%b5%e0%a4%be%e0%a4%b8%e0%a5%8d%e0%a4%a4%e0%a4%b5%e0%a4%bf%e0%a4%95%e0%a4%a4%e0%a4%be-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80/
E040,NA,Bioinformatics Engineering,/career/bioinformatics-engineering/
E040,NA,बायोइनफॉरमैटिक्स इंजीनियरिंग (Bioinformatics Engineering),/hi/career/bioinformatics-engineering-%e0%a4%ac%e0%a4%be%e0%a4%af%e0%a5%8b%e0%a4%87%e0%a4%a8%e0%a4%ab%e0%a5%89%e0%a4%b0%e0%a4%ae%e0%a5%88%e0%a4%9f%e0%a4%bf%e0%a4%95%e0%a5%8d%e0%a4%b8-%e0%a4%87%e0%a4%82%e0%a4%9c/
E041,NA,Computer Science Engineering,/career/computer-science-engineering/
E041,NA,कंप्यूटर साइंस इंजीनियरिंग (Computer Science Engineering),/hi/career/%e0%a4%95%e0%a4%82%e0%a4%aa%e0%a5%8d%e0%a4%af%e0%a5%82%e0%a4%9f%e0%a4%b0-%e0%a4%b8%e0%a4%be%e0%a4%87%e0%a4%82%e0%a4%b8-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0%e0%a4%bf/
E042,2141.1,Textile Engineer,/career/textile-engineer/
E042,2141.1,टेक्सटाइल इंजीनियर (Textile Engineer),/hi/career/textile-engineer-%e0%a4%9f%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%b8%e0%a4%9f%e0%a4%be%e0%a4%87%e0%a4%b2-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E043,2144.1,Marine Engineering,/career/marine-engineering/
E043,2144.1,मरीन इंजीनियरिंग (Marine Engineering),/hi/career/marine-engineering-%e0%a4%ae%e0%a4%b0%e0%a5%80%e0%a4%a8-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0%e0%a4%bf%e0%a4%82%e0%a4%97/
E044,NA,Geo-Informatics Engineer,/career/geo-informatics-engineer/
E044,NA,भू-सूचना विज्ञान अभियंता (Geo-Informatics Engineer),/hi/career/geo-informatics-engineer-%e0%a4%ad%e0%a5%82-%e0%a4%b8%e0%a5%82%e0%a4%9a%e0%a4%a8%e0%a4%be-%e0%a4%b5%e0%a4%bf%e0%a4%9c%e0%a5%8d%e0%a4%9e%e0%a4%be%e0%a4%a8-%e0%a4%85%e0%a4%ad%e0%a4%bf%e0%a4%af%e0%a4%82/
E045,NA,Pharmaceutical Engineering,/career/pharmaceutical-engineering/
E045,NA,फार्मास्युटिकल इंजीनियरिंग (Pharmaceutical Engineering),/hi/career/pharmaceutical-engineering-%e0%a4%ab%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%ae%e0%a4%be%e0%a4%b8%e0%a5%8d%e0%a4%af%e0%a5%81%e0%a4%9f%e0%a4%bf%e0%a4%95%e0%a4%b2-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80/
E046,2141.24,Printing Engineer/Technologist,/career/printing-engineer-technologist/
E046,2141.24,प्रिंटिंग इंजीनियर/टेक्नोलॉजिस्ट (Printing Engineer/Technologist),/hi/career/printing-engineer-technologist-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%bf%e0%a4%82%e0%a4%9f%e0%a4%bf%e0%a4%82%e0%a4%97-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0-%e0%a4%9f/
E047,NA,Military Engineering Services,/career/military-engineering-services/
E047,NA,सैन्य इंजीनियरिंग सेवाएं (Military Engineering Services),/hi/career/military-engineering-services%e0%a4%b8%e0%a5%88%e0%a4%a8%e0%a5%8d%e0%a4%af-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0%e0%a4%bf%e0%a4%82%e0%a4%97-%e0%a4%b8%e0%a5%87/
E048,2141.23,Ceramic technologist/engineer,/career/ceramic-technologist-engineer/
E048,2141.23,सिरेमिक टेक्नोलॉजिस्ट/इंजीनियर (Ceramic Technologist/Engineer),/hi/career/ceramic-technologist-engineer%e0%a4%b8%e0%a4%bf%e0%a4%b0%e0%a5%87%e0%a4%ae%e0%a4%bf%e0%a4%95-%e0%a4%9f%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%a8%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8/
E049,NA,Automobile Engineer,/career/automobile-engineer/
E049,NA,ऑटोमोबाइल इंजीनियर (Automobile Engineer),/hi/career/automobile-engineer%e0%a4%91%e0%a4%9f%e0%a5%8b%e0%a4%ae%e0%a5%8b%e0%a4%ac%e0%a4%be%e0%a4%87%e0%a4%b2-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E05,NA,Big Data Analyst,/career/big-data-analyst/
E05,NA,बिग डेटा विश्लेषक (बिग डेटा ऐनालिस्ट) (Big Data Analyst),/hi/career/%e0%a4%ac%e0%a4%bf%e0%a4%97-%e0%a4%a1%e0%a5%87%e0%a4%9f%e0%a4%be-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%8d%e0%a4%b2%e0%a5%87%e0%a4%b7%e0%a4%95-%e0%a4%ac%e0%a4%bf%e0%a4%97-%e0%a4%a1%e0%a5%87%e0%a4%9f/
E050,3154.01,Air Traffic Controller,/career/air-traffic-controller/
E050,3154.01,हवाई यातायात नियंत्रक (Air traffic controller),/hi/career/%e0%a4%b9%e0%a4%b5%e0%a4%be%e0%a4%88-%e0%a4%af%e0%a4%be%e0%a4%a4%e0%a4%be%e0%a4%af%e0%a4%be%e0%a4%a4-%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%82%e0%a4%a4%e0%a5%8d%e0%a4%b0%e0%a4%95-air-traffic-controller/
E051,2161.01,Architect,/career/architect/
E051,2161.01,आर्किटेक्ट (Architect),/hi/career/architect%e0%a4%86%e0%a4%b0%e0%a5%8d%e0%a4%95%e0%a4%bf%e0%a4%9f%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%9f/
E052,NA,Virtual Reality Engineer,/career/virtual-reality-engineer/
E052,NA,वर्चुअल रियलिटी इंजीनियर (Virtual Reality Engineer),/hi/career/virtual-reality-engineer%e0%a4%b5%e0%a4%b0%e0%a5%8d%e0%a4%9a%e0%a5%81%e0%a4%85%e0%a4%b2-%e0%a4%b0%e0%a4%bf%e0%a4%af%e0%a4%b2%e0%a4%bf%e0%a4%9f%e0%a5%80-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8/
E053,NA,Broadcast Technology,/career/broadcast-technology/
E053,NA,ब्रॉडकास्ट टेक्नोलॉजी (Broadcast Technology),/hi/career/broadcast-technology%e0%a4%ac%e0%a5%8d%e0%a4%b0%e0%a5%89%e0%a4%a1%e0%a4%95%e0%a4%be%e0%a4%b8%e0%a5%8d%e0%a4%9f-%e0%a4%9f%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%a8%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c/
E054,3119.02,Forensic Engineer,/career/forensic-engineer/
E054,3119.02,फोरेंसिक इंजीनियर (Forensic Engineer),/hi/career/forensic-engineer%e0%a4%ab%e0%a5%8b%e0%a4%b0%e0%a5%87%e0%a4%82%e0%a4%b8%e0%a4%bf%e0%a4%95-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E058,3153.03,Pilot,/career/pilot/
E058,3153.03,पायलट (Pilot),/hi/career/%e0%a4%aa%e0%a4%be%e0%a4%af%e0%a4%b2%e0%a4%9fpilot/
E059,NA,Genetic Engineer/Geneticist,/career/genetic-engineer-geneticist/
E059,NA,जेनेटिक इंजीनियर / जेनेटिकिस्ट (Genetic Engineer/Geneticist),/hi/career/genetic-engineer-geneticist%e0%a4%9c%e0%a5%87%e0%a4%a8%e0%a5%87%e0%a4%9f%e0%a4%bf%e0%a4%95-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0-%e0%a4%9c%e0%a5%87%e0%a4%a8/
E06,NA,Biomedical Engineer,/career/biomedical-engineer/
E06,NA,बायोमेडिकल (जैवचिकित्सा) इंजीनियर (Biomedical Engineer),/hi/career/%e0%a4%ac%e0%a4%be%e0%a4%af%e0%a5%8b%e0%a4%ae%e0%a5%87%e0%a4%a1%e0%a4%bf%e0%a4%95%e0%a4%b2-%e0%a4%9c%e0%a5%88%e0%a4%b5%e0%a4%9a%e0%a4%bf%e0%a4%95%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a4%be/
E060,NA,Corrosion Engineer,/career/corrosion-engineer/
E060,NA,कोरोजन इंजीनियर (Corrosion Engineer),/hi/career/corrosion-engineer%e0%a4%95%e0%a5%8b%e0%a4%b0%e0%a5%8b%e0%a4%9c%e0%a4%a8-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E061,NA,Urban Planner,/career/urban-planner/
E061,NA,शहरी योजनाकार (Urban Planner),/hi/career/%e0%a4%b6%e0%a4%b9%e0%a4%b0%e0%a5%80-%e0%a4%af%e0%a5%8b%e0%a4%9c%e0%a4%a8%e0%a4%be%e0%a4%95%e0%a4%be%e0%a4%b0-urban-planner/
E062,2141.18,Sugar Technologist,/career/sugar-technologist/
E062,2141.18,शुगर टेक्नोलॉजिस्ट (Sugar Technologist),/hi/career/sugar-technologist-%e0%a4%b6%e0%a5%81%e0%a4%97%e0%a4%b0-%e0%a4%9f%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%a8%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
E063,NA,Optical Engineer,/career/optical-engineer/
E063,NA,ऑप्टिकल इंजीनियर (Optical Engineer),/hi/career/optical-engineer%e0%a4%91%e0%a4%aa%e0%a5%8d%e0%a4%9f%e0%a4%bf%e0%a4%95%e0%a4%b2-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0/
E064,2145.13,Rubber Technologist,/career/rubber-technologist/
E064,2145.13,रबर टेक्नोलॉजिस्ट (Rubber Technologist),/hi/career/rubber-technologist-%e0%a4%b0%e0%a4%ac%e0%a4%b0-%e0%a4%9f%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%a8%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
E07,NA,Biotechnology Engineer,/career/biotechnology-engineer/
E07,NA,बायोटेक्नोलॉजी (जैवप्रौद्योगिकी) इंजीनियर (Biotechnology Engineer),/hi/career/%e0%a4%ac%e0%a4%be%e0%a4%af%e0%a5%8b%e0%a4%9f%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%a8%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a5%80-%e0%a4%9c%e0%a5%88%e0%a4%b5%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%8c%e0%a4%a6/
E08,2145.01,Chemical Engineer,/career/chemical-engineer/
E08,2145.01,रासायनिक इंजीनियर (Chemical Engineer),/hi/career/%e0%a4%b0%e0%a4%be%e0%a4%b8%e0%a4%be%e0%a4%af%e0%a4%a8%e0%a4%bf%e0%a4%95-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0chemical-engineer/
E09,NA,Cyber Security Specialist,/career/cyber-security-specialist/
E09,NA,साइबर सुरक्षा विशेषज्ञ (Cyber Security Specialist),/hi/career/%e0%a4%b8%e0%a4%be%e0%a4%87%e0%a4%ac%e0%a4%b0-%e0%a4%b8%e0%a5%81%e0%a4%b0%e0%a4%95%e0%a5%8d%e0%a4%b7%e0%a4%be-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%87%e0%a4%b7%e0%a4%9c%e0%a5%8d%e0%a4%9e-cyber-security-s/
ED001,2352.03,Special Educator,/career/special-educator/
ED001,2352.03,विशेष शिक्षक (Special Educator),/hi/career/%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%87%e0%a4%b7-%e0%a4%b6%e0%a4%bf%e0%a4%95%e0%a5%8d%e0%a4%b7%e0%a4%95-special-educator/
ED002,2341.01,School Teacher,/career/school-teacher/
ED002,2341.01,स्कूल शिक्षक,/hi/career/%e0%a4%b8%e0%a5%8d%e0%a4%95%e0%a5%82%e0%a4%b2-%e0%a4%b6%e0%a4%bf%e0%a4%95%e0%a5%8d%e0%a4%b7%e0%a4%95/
ED003,NA,Assistant Professor,/career/assistant-professor/
ED003,NA,सहायक प्रोफेसर,/hi/career/%e0%a4%b8%e0%a4%b9%e0%a4%be%e0%a4%af%e0%a4%95-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%8b%e0%a4%ab%e0%a5%87%e0%a4%b8%e0%a4%b0/
ED004,NA,Academic Researcher,/career/academic-researcher/
ED004,NA,अकादमिक शोधकर्ता,/hi/career/%e0%a4%85%e0%a4%95%e0%a4%be%e0%a4%a6%e0%a4%ae%e0%a4%bf%e0%a4%95-%e0%a4%b6%e0%a5%8b%e0%a4%a7%e0%a4%95%e0%a4%b0%e0%a5%8d%e0%a4%a4%e0%a4%be/
ED005,NA,School Counsellor,/career/school-counsellor/
ED005,NA,स्कूल काउंसलर,/hi/career/%e0%a4%b8%e0%a5%8d%e0%a4%95%e0%a5%82%e0%a4%b2-%e0%a4%95%e0%a4%be%e0%a4%89%e0%a4%82%e0%a4%b8%e0%a4%b2%e0%a4%b0/
ED006,2342.01,Pre-School Educator,/career/pre-school-educator/
ED006,2342.01,प्री-स्कूल एजुकेटर,/hi/career/%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%80-%e0%a4%b8%e0%a5%8d%e0%a4%95%e0%a5%82%e0%a4%b2-%e0%a4%8f%e0%a4%9c%e0%a5%81%e0%a4%95%e0%a5%87%e0%a4%9f%e0%a4%b0/
ED007,3423.02,Physical Educator,/career/physical-educator/
ED007,3423.02,शारीरिक शिक्षक (Physical Educator),/hi/career/%e0%a4%b6%e0%a4%be%e0%a4%b0%e0%a5%80%e0%a4%b0%e0%a4%bf%e0%a4%95-%e0%a4%b6%e0%a4%bf%e0%a4%95%e0%a5%8d%e0%a4%b7%e0%a4%95-physical-educator/
ED008,NA,Assistant Teacher,/career/assistant-teacher/
ED008,NA,सहायक अध्यापक,/hi/career/%e0%a4%b8%e0%a4%b9%e0%a4%be%e0%a4%af%e0%a4%95-%e0%a4%85%e0%a4%a7%e0%a5%8d%e0%a4%af%e0%a4%be%e0%a4%aa%e0%a4%95/
ED009,2310.01,Lecturer (College & University),/career/lecturer-college-university/
ED009,2310.01,लेक्चरर (कॉलेज और विश्वविद्यालय),/hi/career/%e0%a4%b2%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%9a%e0%a4%b0%e0%a4%b0-%e0%a4%95%e0%a5%89%e0%a4%b2%e0%a5%87%e0%a4%9c-%e0%a4%94%e0%a4%b0-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%8d%e0%a4%b5%e0%a4%b5%e0%a4%bf/
ED010,NA,Curriculum Developer,/career/curriculum-developer/
