Code,NCS,Occupation,Slug
HW004,2221.02,शल्य चिकित्सक (सर्जन),/hi/career/%e0%a4%b6%e0%a4%b2%e0%a5%8d%e0%a4%af-%e0%a4%9a%e0%a4%bf%e0%a4%95%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a4%95-%e0%a4%b8%e0%a4%b0%e0%a5%8d%e0%a4%9c%e0%a4%a8/
HW005,2265.02,Dietician,/career/dietician/
HW005,2265.02,आहार विशेषज्ञ,/hi/career/%e0%a4%86%e0%a4%b9%e0%a4%be%e0%a4%b0-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%87%e0%a4%b7%e0%a4%9c%e0%a5%8d%e0%a4%9e/
HW006,2212.13,Paediatrician,/career/paediatrician/
HW006,2212.13,बच्चों का चिकित्सक (बाल रोग विशेषज्ञ),/hi/career/%e0%a4%ac%e0%a4%9a%e0%a5%8d%e0%a4%9a%e0%a5%8b%e0%a4%82-%e0%a4%95%e0%a4%be-%e0%a4%9a%e0%a4%bf%e0%a4%95%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a4%95-%e0%a4%ac%e0%a4%be%e0%a4%b2-%e0%a4%b0%e0%a5%8b/
HW007,2634.06,Clinical Psychologist,/career/clinical-psychologist/
HW007,2634.06,क्लीनिकल साइकोलॉजिस्ट,/hi/career/%e0%a4%95%e0%a5%8d%e0%a4%b2%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%95%e0%a4%b2-%e0%a4%b8%e0%a4%be%e0%a4%87%e0%a4%95%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW008,2241.0501,Emergency Medical Technician (EMT),/career/emergency-medical-technician-emt/
HW008,2241.0501,आपातकालीन चिकित्सा तकनीशियन,/hi/career/%e0%a4%86%e0%a4%aa%e0%a4%be%e0%a4%a4%e0%a4%95%e0%a4%be%e0%a4%b2%e0%a5%80%e0%a4%a8-%e0%a4%9a%e0%a4%bf%e0%a4%95%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a4%be-%e0%a4%a4%e0%a4%95%e0%a4%a8%e0%a5%80%e0%a4%b6/
HW009,NA,Paramedic,/career/paramedic/
HW009,NA,पैरामेडिक,/hi/career/%e0%a4%aa%e0%a5%88%e0%a4%b0%e0%a4%be%e0%a4%ae%e0%a5%87%e0%a4%a1%e0%a4%bf%e0%a4%95/
HW010,NA,Medical Writer,/career/medical-writer/
HW010,NA,चिकित्सा लेखक,/hi/career/%e0%a4%9a%e0%a4%bf%e0%a4%95%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a4%be-%e0%a4%b2%e0%a5%87%e0%a4%96%e0%a4%95/
HW011,3222.01,GNM (General Nurse and Midwife),/career/gnm-general-nurse-and-midwife/
HW011,3222.01,जी.एन.एम. (जनरल नर्स और मिडवाइफ),/hi/career/%e0%a4%9c%e0%a5%80-%e0%a4%8f%e0%a4%a8-%e0%a4%8f%e0%a4%ae-%e0%a4%9c%e0%a4%a8%e0%a4%b0%e0%a4%b2-%e0%a4%a8%e0%a4%b0%e0%a5%8d%e0%a4%b8-%e0%a4%94%e0%a4%b0-%e0%a4%ae%e0%a4%bf%e0%a4%a1%e0%a4%b5%e0%a4%be/
HW012,2269.05,Orthotist/Prosthetist,/career/orthotist-prosthetist/
HW012,2269.05,ऑर्थोटिस्ट / प्रोस्थेटिस्ट,/hi/career/%e0%a4%91%e0%a4%b0%e0%a5%8d%e0%a4%a5%e0%a5%8b%e0%a4%9f%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%8b%e0%a4%b8%e0%a5%8d%e0%a4%a5%e0%a5%87%e0%a4%9f%e0%a4%bf%e0%a4%b8/
HW013,3212.0701,Medical Technician,/career/medical-technician/
HW013,3212.0701,चिकित्सा तकनीशियन,/hi/career/%e0%a4%9a%e0%a4%bf%e0%a4%95%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a4%be-%e0%a4%a4%e0%a4%95%e0%a4%a8%e0%a5%80%e0%a4%b6%e0%a4%bf%e0%a4%af%e0%a4%a8/
HW014,2264.02,Occupational Therapist,/career/occupational-therapist/
HW014,2264.02,ऑक्यूपेशनल थेरेपिस्ट,/hi/career/%e0%a4%91%e0%a4%95%e0%a5%8d%e0%a4%af%e0%a5%82%e0%a4%aa%e0%a5%87%e0%a4%b6%e0%a4%a8%e0%a4%b2-%e0%a4%a5%e0%a5%87%e0%a4%b0%e0%a5%87%e0%a4%aa%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW015,2266.01,Speech-Language Pathologist (SLP) and Audiologist,/career/speech-and-language-therapist-slp-audiologist/
HW015,2266.01,स्पीच एंड लैंग्वेज थेरेपिस्ट (एस.एल.पी.)/ ऑडियोलॉजिस्ट),/hi/career/%e0%a4%b8%e0%a5%8d%e0%a4%aa%e0%a5%80%e0%a4%9a-%e0%a4%8f%e0%a4%82%e0%a4%a1-%e0%a4%b2%e0%a5%88%e0%a4%82%e0%a4%97%e0%a5%8d%e0%a4%b5%e0%a5%87%e0%a4%9c-%e0%a4%a5%e0%a5%87%e0%a4%b0%e0%a5%87%e0%a4%aa/
HW016,2634.01,Psychological Counsellor /Counselling Psychologist,/career/psychological-counsellor-counselling-psychologist/
HW016,2634.01,मनोवैज्ञानिक परामर्शदाता / परामर्श मनोवैज्ञानिक,/hi/career/%e0%a4%ae%e0%a4%a8%e0%a5%8b%e0%a4%b5%e0%a5%88%e0%a4%9c%e0%a5%8d%e0%a4%9e%e0%a4%be%e0%a4%a8%e0%a4%bf%e0%a4%95-%e0%a4%aa%e0%a4%b0%e0%a4%be%e0%a4%ae%e0%a4%b0%e0%a5%8d%e0%a4%b6%e0%a4%a6%e0%a4%be%e0%a4%a4/
HW017,2261.01,Dentist,/career/dentist/
HW017,2261.01,दंत चिकित्सक,/hi/career/%e0%a4%a6%e0%a4%82%e0%a4%a4-%e0%a4%9a%e0%a4%bf%e0%a4%95%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a4%95/
HW018,3254.01,Optometrist,/career/optometrist/
HW018,3254.01,ऑप्टोमेट्रिस्ट,/hi/career/%e0%a4%91%e0%a4%aa%e0%a5%8d%e0%a4%9f%e0%a5%8b%e0%a4%ae%e0%a5%87%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW019,NA,Dance Therapist,/career/dance-therapist/
HW019,NA,डान्स थेरेपिस्ट,/hi/career/%e0%a4%a1%e0%a4%be%e0%a4%a8%e0%a5%8d%e0%a4%b8-%e0%a4%a5%e0%a5%87%e0%a4%b0%e0%a5%87%e0%a4%aa%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW020,3512.07,Medical Transcriptionist,/career/medical-transcriptionist/
HW020,3512.07,मेडिकल ट्रांसक्रिप्शनिस्ट,/hi/career/%e0%a4%ae%e0%a5%87%e0%a4%a1%e0%a4%bf%e0%a4%95%e0%a4%b2-%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a4%be%e0%a4%82%e0%a4%b8%e0%a4%95%e0%a5%8d%e0%a4%b0%e0%a4%bf%e0%a4%aa%e0%a5%8d%e0%a4%b6%e0%a4%a8%e0%a4%bf%e0%a4%b8/
HW021,NA,Rehabilitation Specialist,/career/rehabilitation-specialist/
HW021,NA,पुनर्वास विशेषज्ञ,/hi/career/%e0%a4%aa%e0%a5%81%e0%a4%a8%e0%a4%b0%e0%a5%8d%e0%a4%b5%e0%a4%be%e0%a4%b8-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%87%e0%a4%b7%e0%a4%9c%e0%a5%8d%e0%a4%9e/
HW022,NA,Palliative and Hospital Care Specialist,/career/palliative-and-hospice-care-specialist/
HW022,NA,पैलीएटिव एंड हॉस्पिस स्पेशलिस्ट,/hi/career/%e0%a4%aa%e0%a5%88%e0%a4%b2%e0%a5%80%e0%a4%8f%e0%a4%9f%e0%a4%bf%e0%a4%b5-%e0%a4%8f%e0%a4%82%e0%a4%a1-%e0%a4%b9%e0%a5%89%e0%a4%b8%e0%a5%8d%e0%a4%aa%e0%a4%bf%e0%a4%b8-%e0%a4%b8%e0%a5%8d%e0%a4%aa/
HW023,NA,Medical Representative,/career/medical-representative/
HW023,NA,चिकित्सा प्रतिनिधि (मेडिकल रिप्रेज़ेन्टेटिव),/hi/career/%e0%a4%9a%e0%a4%bf%e0%a4%95%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a4%be-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%a4%e0%a4%bf%e0%a4%a8%e0%a4%bf%e0%a4%a7%e0%a4%bf-%e0%a4%ae%e0%a5%87%e0%a4%a1%e0%a4%bf/
HW024,2223.01,Homeopathy Doctor,/career/homeopathy-doctor/
HW024,2223.01,होम्योपैथी डॉक्टर,/hi/career/%e0%a4%b9%e0%a5%8b%e0%a4%ae%e0%a5%8d%e0%a4%af%e0%a5%8b%e0%a4%aa%e0%a5%88%e0%a4%a5%e0%a5%80-%e0%a4%a1%e0%a5%89%e0%a4%95%e0%a5%8d%e0%a4%9f%e0%a4%b0/
HW025,2264.04,Massage Therapist,/career/massage-therapist/
HW025,2264.04,मसाज़ थेरेपिस्ट,/hi/career/%e0%a4%ae%e0%a4%b8%e0%a4%be%e0%a4%9c%e0%a4%bc-%e0%a4%a5%e0%a5%87%e0%a4%b0%e0%a5%87%e0%a4%aa%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW026,NA,Chiropractor,/career/chiropractor/
HW026,NA,हाड वैद्य (काइरोप्रैक्टर),/hi/career/%e0%a4%b9%e0%a4%be%e0%a4%a1-%e0%a4%b5%e0%a5%88%e0%a4%a6%e0%a5%8d%e0%a4%af-%e0%a4%95%e0%a4%be%e0%a4%87%e0%a4%b0%e0%a5%8b%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%88%e0%a4%95%e0%a5%8d%e0%a4%9f%e0%a4%b0/
HW027,NA,Acupuncturist,/career/acupuncturist/
HW027,NA,एक्यूपंक्चरिस्ट,/hi/career/%e0%a4%8f%e0%a4%95%e0%a5%8d%e0%a4%af%e0%a5%82%e0%a4%aa%e0%a4%82%e0%a4%95%e0%a5%8d%e0%a4%9a%e0%a4%b0%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW028,2263.01,Public Health Officer,/career/public-health-officer/
HW028,2263.01,सार्वजनिक स्वास्थ्य अधिकारी,/hi/career/%e0%a4%b8%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%b5%e0%a4%9c%e0%a4%a8%e0%a4%bf%e0%a4%95-%e0%a4%b8%e0%a5%8d%e0%a4%b5%e0%a4%be%e0%a4%b8%e0%a5%8d%e0%a4%a5%e0%a5%8d%e0%a4%af-%e0%a4%85%e0%a4%a7%e0%a4%bf%e0%a4%95/
HW029,NA,Oncologist,/career/oncologist/
HW029,NA,ऑन्कोलॉजिस्ट,/hi/career/%e0%a4%91%e0%a4%a8%e0%a5%8d%e0%a4%95%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW030,3213.01,Pharmacist,/career/pharmacist/
HW030,3213.01,फार्मेसिस्ट,/hi/career/%e0%a4%ab%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%ae%e0%a5%87%e0%a4%b8%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW031,2211.04,Anaesthesiologist,/career/anaesthesiologist/
HW031,2211.04,एनेस्थिसियॉलॉजिस्ट,/hi/career/%e0%a4%8f%e0%a4%a8%e0%a5%87%e0%a4%b8%e0%a5%8d%e0%a4%a5%e0%a4%bf%e0%a4%b8%e0%a4%bf%e0%a4%af%e0%a5%89%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW032,2261.04,Periodontist,/career/periodontist/
HW032,2261.04,पीरियोडॉन्टिस्ट,/hi/career/%e0%a4%aa%e0%a5%80%e0%a4%b0%e0%a4%bf%e0%a4%af%e0%a5%8b%e0%a4%a1%e0%a5%89%e0%a4%a8%e0%a5%8d%e0%a4%9f%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW033,2251.02,Veterinarian,/career/veterinarian/
HW033,2251.02,पशु चिकित्सक,/hi/career/%e0%a4%aa%e0%a4%b6%e0%a5%81-%e0%a4%9a%e0%a4%bf%e0%a4%95%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a4%95/
HW034,2221.05,Psychiatrist,/career/psychiatrist/
HW034,2221.05,मनोचिकित्सक,/hi/career/%e0%a4%ae%e0%a4%a8%e0%a5%8b%e0%a4%9a%e0%a4%bf%e0%a4%95%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a4%95/
HW035,NA,Perfusion Technologist,/career/perfusion-technologist/
HW035,NA,परफ्यूजन टेक्नोलॉजिस्ट,/hi/career/%e0%a4%aa%e0%a4%b0%e0%a4%ab%e0%a5%8d%e0%a4%af%e0%a5%82%e0%a4%9c%e0%a4%a8-%e0%a4%9f%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%a8%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW036,2265.01,Nutritionist,/career/nutritionist/
HW036,2265.01,पोषण विशेषज्ञ,/hi/career/%e0%a4%aa%e0%a5%8b%e0%a4%b7%e0%a4%a3-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%87%e0%a4%b7%e0%a4%9c%e0%a5%8d%e0%a4%9e/
HW037,2212.06,Radiologist,/career/radiologist/
HW037,2212.06,रेडियोलॉजिस्ट,/hi/career/%e0%a4%b0%e0%a5%87%e0%a4%a1%e0%a4%bf%e0%a4%af%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW038,2211.01,General Physician,/career/general-physician/
HW038,2211.01,फिज़िशियन/डॉक्टर,/hi/career/%e0%a4%ab%e0%a4%bf%e0%a4%9c%e0%a4%bc%e0%a4%bf%e0%a4%b6%e0%a4%bf%e0%a4%af%e0%a4%a8-%e0%a4%a1%e0%a5%89%e0%a4%95%e0%a5%8d%e0%a4%9f%e0%a4%b0/
HW039,2222.01,Ayurvedic Doctor,/career/ayurveda-doc/
HW039,2222.01,आयुर्वेद डॉक्टर,/hi/career/%e0%a4%86%e0%a4%af%e0%a5%81%e0%a4%b0%e0%a5%8d%e0%a4%b5%e0%a5%87%e0%a4%a6-%e0%a4%a1%e0%a5%89%e0%a4%95%e0%a5%8d%e0%a4%9f%e0%a4%b0/
HW040,2212.05,Cardiologist,/career/cardiologist/
HW040,2212.05,हृदय रोग विशेषज्ञ,/hi/career/%e0%a4%b9%e0%a5%83%e0%a4%a6%e0%a4%af-%e0%a4%b0%e0%a5%8b%e0%a4%97-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%87%e0%a4%b7%e0%a4%9c%e0%a5%8d%e0%a4%9e/
HW041,5142.0125,Cosmetic Dermatologist,/career/cosmetic-dermatologist/
HW041,5142.0125,कॉस्मेटिक त्वचा विशेषज्ञ,/hi/career/%e0%a4%95%e0%a5%89%e0%a4%b8%e0%a5%8d%e0%a4%ae%e0%a5%87%e0%a4%9f%e0%a4%bf%e0%a4%95-%e0%a4%a4%e0%a5%8d%e0%a4%b5%e0%a4%9a%e0%a4%be-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%87%e0%a4%b7%e0%a4%9c%e0%a5%8d%e0%a4%9e/
HW042,NA,Endocrinologist,/career/endocrinologist/
HW042,NA,एंडोक्राइनोलॉजिस्ट,/hi/career/%e0%a4%8f%e0%a4%82%e0%a4%a1%e0%a5%8b%e0%a4%95%e0%a5%8d%e0%a4%b0%e0%a4%be%e0%a4%87%e0%a4%a8%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW043,2212.04,ENT Doctor,/career/ent/
HW043,2212.04,ई.एन.टी.,/hi/career/%e0%a4%88-%e0%a4%8f%e0%a4%a8-%e0%a4%9f%e0%a5%80/
HW044,2212.12,Gynaecologist,/career/gynaecologist/
HW044,2212.12,स्त्री रोग विशेषज्ञ,/hi/career/%e0%a4%b8%e0%a5%8d%e0%a4%a4%e0%a5%8d%e0%a4%b0%e0%a5%80-%e0%a4%b0%e0%a5%8b%e0%a4%97-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%87%e0%a4%b7%e0%a4%9c%e0%a5%8d%e0%a4%9e/
HW046,2269.01,Naturopathic Doctor,/career/naturopathic-doctor/
HW046,2269.01,प्राकृतिक चिकित्सक,/hi/career/%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%be%e0%a4%95%e0%a5%83%e0%a4%a4%e0%a4%bf%e0%a4%95-%e0%a4%9a%e0%a4%bf%e0%a4%95%e0%a4%bf%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a4%95/
HW048,2212.08,Ophthalmologist,/career/ophthalmologist/
HW048,2212.08,नेत्र-विशेषज्ञ,/hi/career/%e0%a4%a8%e0%a5%87%e0%a4%a4%e0%a5%8d%e0%a4%b0-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%87%e0%a4%b7%e0%a4%9c%e0%a5%8d%e0%a4%9e/
HW049,2212.14,Orthopaedist,/career/orthopaedist/
HW049,2212.14,ओर्थपेडीस्ट,/hi/career/%e0%a4%93%e0%a4%b0%e0%a5%8d%e0%a4%a5%e0%a4%aa%e0%a5%87%e0%a4%a1%e0%a5%80%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW051,NA,Pulmonologists,/career/pulmonologists/
HW052,2224.01,Unani Doctor,/career/unani-doctor/
HW052,2224.01,यूनानी डॉक्टर,/hi/career/%e0%a4%af%e0%a5%82%e0%a4%a8%e0%a4%be%e0%a4%a8%e0%a5%80-%e0%a4%a1%e0%a5%89%e0%a4%95%e0%a5%8d%e0%a4%9f%e0%a4%b0/
HW053,2212.09,Urologist,/career/urologist/
HW053,2212.09,यूरोलॉजिस्ट,/hi/career/%e0%a4%af%e0%a5%82%e0%a4%b0%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
IT001,2519.0502,Quality Assurance Engineer,/career/quality-assurance-engineer/
IT001,2519.0502,गुणवत्ता आश्वासन इंजीनियर (क्वालिटी अशुरन्स इंजीनियर) Quality Assurance Engineer,/hi/career/%e0%a4%97%e0%a5%81%e0%a4%a3%e0%a4%b5%e0%a4%a4%e0%a5%8d%e0%a4%a4%e0%a4%be-%e0%a4%86%e0%a4%b6%e0%a5%8d%e0%a4%b5%e0%a4%be%e0%a4%b8%e0%a4%a8-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af/
IT002,NA,Blockchain Developer,/career/blockchain-developer/
IT002,NA,ब्लॉकचेन डेवलपरBlockchain Developer,/hi/career/%e0%a4%ac%e0%a5%8d%e0%a4%b2%e0%a5%89%e0%a4%95%e0%a4%9a%e0%a5%87%e0%a4%a8-%e0%a4%a1%e0%a5%87%e0%a4%b5%e0%a4%b2%e0%a4%aa%e0%a4%b0blockchain-developer/
IT003,2523.02,Computer hardware engineer,/career/computer-hardware-engineer/
IT003,2523.02,कंप्यूटर हार्डवेयर इंजीनियर Computer hardware engineer,/hi/career/%e0%a4%95%e0%a4%82%e0%a4%aa%e0%a5%8d%e0%a4%af%e0%a5%82%e0%a4%9f%e0%a4%b0-%e0%a4%b9%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%a1%e0%a4%b5%e0%a5%87%e0%a4%af%e0%a4%b0-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8/
IT004,NA,Help desk analyst,/career/help-desk-analyst/
IT004,NA,हेल्पडेस्क विश्लेषकHelpdesk analyst,/hi/career/%e0%a4%b9%e0%a5%87%e0%a4%b2%e0%a5%8d%e0%a4%aa%e0%a4%a1%e0%a5%87%e0%a4%b8%e0%a5%8d%e0%a4%95-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%8d%e0%a4%b2%e0%a5%87%e0%a4%b7%e0%a4%95helpdesk-analyst/
IT005,NA,Internet of Things (IoT) Solutions Architect,/career/internet-of-things-iot-solutions-architect/
IT005,NA,इंटरनेट ऑफ थिंग्स (IoT) सॉल्यूशंस आर्किटेक्टInternet of Things (IoT) Solutions Architect,/hi/career/%e0%a4%87%e0%a4%82%e0%a4%9f%e0%a4%b0%e0%a4%a8%e0%a5%87%e0%a4%9f-%e0%a4%91%e0%a4%ab-%e0%a4%a5%e0%a4%bf%e0%a4%82%e0%a4%97%e0%a5%8d%e0%a4%b8-iot-%e0%a4%b8%e0%a5%89%e0%a4%b2%e0%a5%8d%e0%a4%af%e0%a5%82/
IT006,NA,Computer Scientist,/career/computer-scientist/
IT006,NA,संगणक वैज्ञानिकComputer Scientist,/hi/career/%e0%a4%b8%e0%a4%82%e0%a4%97%e0%a4%a3%e0%a4%95-%e0%a4%b5%e0%a5%88%e0%a4%9c%e0%a5%8d%e0%a4%9e%e0%a4%be%e0%a4%a8%e0%a4%bf%e0%a4%95computer-scientist/
IT007,NA,Cloud engineer,/career/cloud-engineer/
IT007,NA,क्लाउड इंजीनियरCloud engineer,/hi/career/%e0%a4%95%e0%a5%8d%e0%a4%b2%e0%a4%be%e0%a4%89%e0%a4%a1-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0cloud-engineer/
IT008,NA,Computer network architect,/career/computer-network-architect/
IT008,NA,कंप्यूटर नेटवर्क वास्तुकारComputer network architect,/hi/career/%e0%a4%95%e0%a4%82%e0%a4%aa%e0%a5%8d%e0%a4%af%e0%a5%82%e0%a4%9f%e0%a4%b0-%e0%a4%a8%e0%a5%87%e0%a4%9f%e0%a4%b5%e0%a4%b0%e0%a5%8d%e0%a4%95-%e0%a4%b5%e0%a4%be%e0%a4%b8%e0%a5%8d%e0%a4%a4%e0%a5%81%e0%a4%95/
IT009,NA,SEO Manager,/career/seo-manager/
IT009,NA,एस.ई.ओ. प्रबंधकSEO Manager,/hi/career/%e0%a4%8f%e0%a4%b8-%e0%a4%88-%e0%a4%93-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95seo-manager/
IT010,NA,Web Analyst,/career/web-analyst/
IT010,NA,वेब विश्लेषक (वेब एनालिस्ट) Web Analyst,/hi/career/%e0%a4%b5%e0%a5%87%e0%a4%ac-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%8d%e0%a4%b2%e0%a5%87%e0%a4%b7%e0%a4%95-%e0%a4%b5%e0%a5%87%e0%a4%ac-%e0%a4%8f%e0%a4%a8%e0%a4%be%e0%a4%b2%e0%a4%bf%e0%a4%b8%e0%a5%8d/
IT011,2512.01,Programmer/coder/software engineer,/career/programmer-coder-software-engineer/
IT011,2512.01,प्रोग्रामर/कोडर/सॉफ्टवेयर इंजीनियरProgrammer/coder/software engineer,/hi/career/%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%8b%e0%a4%97%e0%a5%8d%e0%a4%b0%e0%a4%be%e0%a4%ae%e0%a4%b0-%e0%a4%95%e0%a5%8b%e0%a4%a1%e0%a4%b0-%e0%a4%b8%e0%a5%89%e0%a4%ab%e0%a5%8d%e0%a4%9f%e0%a4%b5%e0%a5%87%e0%a4%af/
IT012,NA,Network Administrator,/career/network-administrator/
IT012,NA,नेटवर्क व्यवस्थापकNetwork Administrator,/hi/career/%e0%a4%a8%e0%a5%87%e0%a4%9f%e0%a4%b5%e0%a4%b0%e0%a5%8d%e0%a4%95-%e0%a4%b5%e0%a5%8d%e0%a4%af%e0%a4%b5%e0%a4%b8%e0%a5%8d%e0%a4%a5%e0%a4%be%e0%a4%aa%e0%a4%95network-administrator/
IT013,NA,User experience designer,/career/user-experience-designer/
IT013,NA,यूजर एक्सपीरियंस डिज़ाइनर,/hi/career/%e0%a4%af%e0%a5%82%e0%a4%9c%e0%a4%b0-%e0%a4%8f%e0%a4%95%e0%a5%8d%e0%a4%b8%e0%a4%aa%e0%a5%80%e0%a4%b0%e0%a4%bf%e0%a4%af%e0%a4%82%e0%a4%b8-%e0%a4%a1%e0%a4%bf%e0%a4%9c%e0%a4%bc%e0%a4%be%e0%a4%87%e0%a4%a8/
IT014,2511.01,Systems Analyst,/career/systems-analyst/
IT014,2511.01,प्रणाली विश्लेषकSystems Analyst,/hi/career/%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%a3%e0%a4%be%e0%a4%b2%e0%a5%80-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%8d%e0%a4%b2%e0%a5%87%e0%a4%b7%e0%a4%95systems-analyst/
IT015,2522.01,Database administrator,/career/database-administrator/
IT015,2522.01,डाटाबेस प्रशासकDatabase administrator,/hi/career/%e0%a4%a1%e0%a4%be%e0%a4%9f%e0%a4%be%e0%a4%ac%e0%a5%87%e0%a4%b8-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%b6%e0%a4%be%e0%a4%b8%e0%a4%95database-administrator/
IT016,2511.0103,Software application packager,/career/software-application-packager/
IT016,2511.0103,सॉफ्टवेयर एप्लीकेशन पैकरSoftware application packager,/hi/career/%e0%a4%b8%e0%a5%89%e0%a4%ab%e0%a5%8d%e0%a4%9f%e0%a4%b5%e0%a5%87%e0%a4%af%e0%a4%b0-%e0%a4%8f%e0%a4%aa%e0%a5%8d%e0%a4%b2%e0%a5%80%e0%a4%95%e0%a5%87%e0%a4%b6%e0%a4%a8-%e0%a4%aa%e0%a5%88%e0%a4%95%e0%a4%b0/
IT017,NA,Full stack developer,/career/full-stack-developer/
IT017,NA,फ़ुल स्टैक डेवलपर Full stack developer,/hi/career/%e0%a4%ab%e0%a4%bc%e0%a5%81%e0%a4%b2-%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a5%88%e0%a4%95-%e0%a4%a1%e0%a5%87%e0%a4%b5%e0%a4%b2%e0%a4%aa%e0%a4%b0-full-stack-developer/
IT018,NA,Data Scientist,/career/data-scientist/
IT018,NA,डाटा वैज्ञानिकData Scientist,/hi/career/%e0%a4%a1%e0%a4%be%e0%a4%9f%e0%a4%be-%e0%a4%b5%e0%a5%88%e0%a4%9c%e0%a5%8d%e0%a4%9e%e0%a4%be%e0%a4%a8%e0%a4%bf%e0%a4%95data-scientist/
IT019,NA,Development Operations Engineer,/career/development-operations-engineer/
IT019,NA,डेवलपमेंट ऑपरेशंस इंजीनियरDevelopment Operations Engineer,/hi/career/%e0%a4%a1%e0%a5%87%e0%a4%b5%e0%a4%b2%e0%a4%aa%e0%a4%ae%e0%a5%87%e0%a4%82%e0%a4%9f-%e0%a4%91%e0%a4%aa%e0%a4%b0%e0%a5%87%e0%a4%b6%e0%a4%82%e0%a4%b8-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf/
